weaver.World,1343
weaver.WildcardedUnresolvedType,37
weaver.WeaverStateInfo,389
weaver.WeaverMessages,163
weaver.WeakClassLoaderReference,27
weaver.VersionedDataInputStream,51
weaver.Utils,17
weaver.UnresolvedTypeVariableReferenceType,60
weaver.UnresolvedType,637
weaver.TypeVariableReferenceType,102
weaver.TypeVariableReference,4
weaver.TypeVariableDeclaringElement,4
weaver.TypeVariable,248
weaver.TypeFactory,283
weaver.tools.WeavingClassLoader,5
weaver.tools.WeavingAdaptor,584
weaver.tools.UnsupportedPointcutPrimitiveException,18
weaver.tools.TypePatternMatcher,4
weaver.tools.TraceFactory,51
weaver.tools.Traceable,4
weaver.tools.Trace,24
weaver.tools.StandardPointcutParser,358
weaver.tools.StandardPointcutExpression,12
weaver.tools.ShadowMatch,8
weaver.tools.PointcutPrimitive,31
weaver.tools.PointcutParser,385
weaver.tools.PointcutParameter,6
weaver.tools.PointcutExpression,27
weaver.tools.PointcutDesignatorHandler,5
weaver.tools.MatchingContext,5
weaver.tools.JoinPointMatch,5
weaver.tools.ISupportsMessageContext,5
weaver.tools.GeneratedClassHandler,4
weaver.tools.FuzzyBoolean,13
weaver.tools.DefaultTraceFactory,32
weaver.tools.DefaultTrace,74
weaver.tools.DefaultMatchingContext,18
weaver.tools.ContextBasedMatcher,8
weaver.tools.CommonsTraceFactory,8
weaver.tools.CommonsTrace,77
weaver.tools.cache.WeavedClassCache,140
weaver.tools.cache.GeneratedCachedClassHandler,17
weaver.tools.cache.DefaultFileCacheBacking,245
weaver.tools.cache.DefaultCacheKeyResolver,63
weaver.tools.cache.DefaultCacheFactory,9
weaver.tools.cache.CacheStatistics,72
weaver.tools.cache.CacheKeyResolver,10
weaver.tools.cache.CacheFactory,5
weaver.tools.cache.CachedClassReference,24
weaver.tools.cache.CachedClassEntry,34
weaver.tools.cache.CacheBacking,8
weaver.tools.AbstractTrace,122
weaver.TemporaryTypeMunger,14
weaver.StaticJoinPointFactory,3
weaver.StandardAnnotation,108
weaver.SourceContextImpl,69
weaver.SimpleAnnotationValue,88
weaver.SignatureUtils,203
weaver.ShadowMunger,187
weaver.Shadow,456
weaver.ResolvedTypeMunger,323
weaver.ResolvedType,1889
weaver.ResolvedPointcutDefinition,93
weaver.ResolvedMemberImpl,818
weaver.ResolvedMember,63
weaver.ResolvableTypeList,20
weaver.reflect.StandardShadowMatchImpl,141
weaver.reflect.StandardShadow,273
weaver.reflect.ShadowMatchImpl,154
weaver.reflect.ReflectionWorld,103
weaver.reflect.ReflectionVar,113
weaver.reflect.ReflectionShadow,252
weaver.reflect.ReflectionFastMatchInfo,16
weaver.reflect.ReflectionBasedResolvedMemberImpl,121
weaver.reflect.ReflectionBasedReferenceTypeDelegateFactory,163
weaver.reflect.ReflectionBasedReferenceTypeDelegate,214
weaver.reflect.PointcutParameterImpl,22
weaver.reflect.JoinPointMatchImpl,23
weaver.reflect.Java14GenericSignatureInformationProvider,22
weaver.reflect.IReflectionWorld,6
weaver.reflect.GenericSignatureInformationProvider,9
weaver.reflect.AnnotationFinder,19
weaver.ReferenceTypeDelegate,47
weaver.ReferenceType,905
weaver.PrivilegedAccessMunger,61
weaver.Position,14
weaver.PoliceExtensionUse,55
weaver.PerTypeWithinTargetTypeMunger,53
weaver.PersistenceSupport,14
weaver.PerObjectInterfaceTypeMunger,69
weaver.patterns.WithinPointcut,109
weaver.patterns.WithincodePointcut,104
weaver.patterns.WithinCodeAnnotationPointcut,157
weaver.patterns.WithinAnnotationPointcut,149
weaver.patterns.WildTypePattern,1065
weaver.patterns.WildAnnotationTypePattern,350
weaver.patterns.TypeVariablePatternList,56
weaver.patterns.TypeVariablePattern,186
weaver.patterns.TypePatternQuestions,74
weaver.patterns.TypePatternList,490
weaver.patterns.TypePattern,234
weaver.patterns.TypeCategoryTypePattern,92
weaver.patterns.ThrowsPattern,109
weaver.patterns.ThisOrTargetPointcut,178
weaver.patterns.ThisOrTargetAnnotationPointcut,219
weaver.patterns.SimpleScope,130
weaver.patterns.SignaturePattern,696
weaver.patterns.ScopeWithTypeVariables,65
weaver.patterns.ReferencePointcut,306
weaver.patterns.PointcutRewriter,271
weaver.patterns.PointcutEvaluationExpenseComparator,131
weaver.patterns.Pointcut,284
weaver.patterns.PerTypeWithin,138
weaver.patterns.PerThisOrTargetPointcutVisitor,151
weaver.patterns.PerSingleton,92
weaver.patterns.PerObject,136
weaver.patterns.PerFromSuper,97
weaver.patterns.PerClause,61
weaver.patterns.PerCflow,124
weaver.patterns.PatternParser,1491
weaver.patterns.PatternNodeVisitor,61
weaver.patterns.PatternNode,58
weaver.patterns.ParserException,12
weaver.patterns.OrTypePattern,131
weaver.patterns.OrSignaturePattern,67
weaver.patterns.OrPointcut,101
weaver.patterns.OrAnnotationTypePattern,100
weaver.patterns.NoTypePattern,60
weaver.patterns.NotTypePattern,125
weaver.patterns.NotSignaturePattern,55
weaver.patterns.NotPointcut,84
weaver.patterns.NotAnnotationTypePattern,86
weaver.patterns.NamePattern,160
weaver.patterns.NameBindingPointcut,24
weaver.patterns.ModifiersPattern,76
weaver.patterns.KindedPointcut,350
weaver.patterns.IVerificationRequired,3
weaver.patterns.ITokenSource,10
weaver.patterns.IToken,9
weaver.patterns.ISignaturePattern,20
weaver.patterns.IScope,21
weaver.patterns.IfPointcut,459
weaver.patterns.HasThisTypePatternTriedToSneakInSomeGenericOrParameterizedTypePatternMatchingStuffAnywhereVisitor,20
weaver.patterns.HasMemberTypePatternForPerThisMatching,26
weaver.patterns.HasMemberTypePatternFinder,12
weaver.patterns.HasMemberTypePattern,148
weaver.patterns.HandlerPointcut,97
weaver.patterns.FormalBinding,46
weaver.patterns.FastMatchInfo,25
weaver.patterns.ExposedState,81
weaver.patterns.ExactTypePattern,281
weaver.patterns.ExactAnnotationTypePattern,375
weaver.patterns.ExactAnnotationFieldTypePattern,187
weaver.patterns.EllipsisTypePattern,55
weaver.patterns.DeclareTypeErrorOrWarning,93
weaver.patterns.DeclareSoft,107
weaver.patterns.DeclarePrecedence,157
weaver.patterns.DeclareParentsMixin,55
weaver.patterns.DeclareParents,274
weaver.patterns.DeclareErrorOrWarning,93
weaver.patterns.DeclareAnnotation,415
weaver.patterns.Declare,49
weaver.patterns.ConcreteCflowPointcut,140
weaver.patterns.CflowPointcut,219
weaver.patterns.BindingTypePattern,82
weaver.patterns.Bindings,97
weaver.patterns.BindingPattern,5
weaver.patterns.BindingAnnotationTypePattern,109
weaver.patterns.BindingAnnotationFieldTypePattern,119
weaver.patterns.BasicTokenSource,141
weaver.patterns.BasicToken,45
weaver.patterns.ArgsPointcut,220
weaver.patterns.ArgsAnnotationPointcut,157
weaver.patterns.AnyWithAnnotationTypePattern,104
weaver.patterns.AnyTypePattern,59
weaver.patterns.AnyAnnotationTypePattern,47
weaver.patterns.AnnotationTypePattern,113
weaver.patterns.AnnotationPointcut,212
weaver.patterns.AnnotationPatternList,172
weaver.patterns.AndTypePattern,130
weaver.patterns.AndSignaturePattern,67
weaver.patterns.AndPointcut,97
weaver.patterns.AndAnnotationTypePattern,100
weaver.patterns.AbstractSignaturePattern,55
weaver.patterns.AbstractPatternNodeVisitor,178
weaver.NewParentTypeMunger,45
weaver.NewMethodTypeMunger,108
weaver.NewMemberClassTypeMunger,61
weaver.NewFieldTypeMunger,118
weaver.NewConstructorTypeMunger,115
weaver.NameMangler,184
weaver.model.AsmRelationshipUtils,50
weaver.model.AsmRelationshipProvider,762
weaver.MissingResolvedTypeWithKnownSignature,154
weaver.MethodDelegateTypeMunger,187
weaver.MemberUtils,6
weaver.MemberKind,32
weaver.MemberImpl,391
weaver.Member,36
weaver.ltw.LTWWorld,168
weaver.loadtime.WeavingURLClassLoader,132
weaver.loadtime.Options,138
weaver.loadtime.JRockitAgent,48
weaver.loadtime.IWeavingContext,16
weaver.loadtime.definition.SimpleAOPParser,164
weaver.loadtime.definition.LightXMLParser,399
weaver.loadtime.definition.DocumentParser,304
weaver.loadtime.definition.Definition,159
weaver.loadtime.DefaultWeavingContext,76
weaver.loadtime.DefaultMessageHandler,47
weaver.loadtime.ConcreteAspectCodeGen,730
weaver.loadtime.ClassPreProcessor,5
weaver.loadtime.ClassLoaderWeavingAdaptor,758
weaver.loadtime.Aj,189
weaver.LintMessage,20
weaver.Lint,251
weaver.JoinPointSignatureIterator,216
weaver.JoinPointSignature,268
weaver.IWeavingSupport,14
weaver.IWeaveRequestor,9
weaver.IUnwovenClassFile,7
weaver.Iterators,262
weaver.ISourceContext,8
weaver.IntMap,102
weaver.internal.tools.TypePatternMatcherImpl,19
weaver.internal.tools.StandardPointcutExpressionImpl,192
weaver.internal.tools.PointcutExpressionImpl,361
weaver.internal.tools.PointcutDesignatorHandlerBasedPointcut,86
weaver.internal.tools.MatchingContextBasedTest,17
weaver.IHasSourceLocation,6
weaver.IHasPosition,5
weaver.IEclipseSourceContext,4
weaver.ICrossReferenceHandler,5
weaver.IClassWeaver,4
weaver.IClassFileProvider,8
weaver.GeneratedReferenceTypeDelegate,99
weaver.ExposeTypeMunger,13
weaver.EnumAnnotationValue,19
weaver.Dump,370
weaver.CustomMungerFactory,8
weaver.CrosscuttingMembersSet,314
weaver.CrosscuttingMembers,437
weaver.Constants,8
weaver.ConstantPoolWriter,4
weaver.ConstantPoolReader,4
weaver.ConcreteTypeMunger,93
weaver.CompressingDataOutputStream,45
weaver.ClassAnnotationValue,14
weaver.Checker,181
weaver.BoundedReferenceTypeDelegate,96
weaver.BoundedReferenceType,152
weaver.BindingScope,43
weaver.BCException,37
weaver.bcel.Utility,505
weaver.bcel.UnwovenClassFileWithThirdPartyManagedBytecode,14
weaver.bcel.UnwovenClassFile,124
weaver.bcel.TypeDelegateResolver,6
weaver.bcel.TypeAnnotationAccessVar,49
weaver.bcel.ShadowRange,146
weaver.bcel.Range,172
weaver.bcel.LazyMethodGen,1229
weaver.bcel.LazyClassGen,1127
weaver.bcel.IfFinder,35
weaver.bcel.FakeAnnotation,44
weaver.bcel.ExtensibleURLClassLoader,74
weaver.bcel.ExceptionRange,88
weaver.bcel.ClassPathManager,274
weaver.bcel.BcelWorld,941
weaver.bcel.BcelWeavingSupport,36
weaver.bcel.BcelWeaver,1457
weaver.bcel.BcelWeakClassLoaderReference,14
weaver.bcel.BcelVar,78
weaver.bcel.BcelTypeMunger,1552
weaver.bcel.BcelShadow,2211
weaver.bcel.BcelRenderer,176
weaver.bcel.BcelPerClauseAspectAdder,421
weaver.bcel.BcelObjectType,768
weaver.bcel.BcelMethod,570
weaver.bcel.BcelGenericSignatureToTypeXConverter,216
weaver.bcel.BcelFieldRef,26
weaver.bcel.BcelField,217
weaver.bcel.BcelConstantPoolWriter,11
weaver.bcel.BcelConstantPoolReader,12
weaver.bcel.BcelClassWeaver,2081
weaver.bcel.BcelCflowStackFieldAdder,52
weaver.bcel.BcelCflowCounterFieldAdder,51
weaver.bcel.BcelCflowAccessVar,48
weaver.bcel.BcelAnnotation,101
weaver.bcel.BcelAdvice,540
weaver.bcel.BcelAccessForInlineMunger,251
weaver.bcel.AtAjAttributes,1281
weaver.bcel.AspectInstanceVar,53
weaver.bcel.asm.StackMapAdder,60
weaver.bcel.asm.AsmDetector,15
weaver.bcel.AnnotationAccessVar,201
weaver.bcel.AnnotationAccessFieldVar,150
weaver.ast.Var,22
weaver.ast.Test,63
weaver.ast.Or,35
weaver.ast.Not,28
weaver.ast.Literal,18
weaver.ast.ITestVisitor,13
weaver.ast.Instanceof,34
weaver.ast.IExprVisitor,6
weaver.ast.HasAnnotation,35
weaver.ast.FieldGetCall,25
weaver.ast.FieldGet,24
weaver.ast.Expr,14
weaver.ast.CallExpr,26
weaver.ast.Call,20
weaver.ast.ASTNode,6
weaver.ast.And,29
weaver.ArrayReferenceType,146
weaver.ArrayAnnotationValue,39
weaver.AnnotationValue,53
weaver.AnnotationTargetKind,39
weaver.AnnotationOnTypeMunger,31
weaver.AnnotationNameValuePair,28
weaver.AnnotationAnnotationValue,17
weaver.AnnotationAJ,19
weaver.AnnotatedElement,6
weaver.AjcMemberMaker,458
weaver.AjAttribute,534
weaver.AdviceKind,91
weaver.Advice,360
weaver.AbstractReferenceTypeDelegate,111
weaver.AbstractAnnotationAJ,83
util.UtilClassLoader,103
util.TypeSafeEnum,25
util.Reflection,139
util.PartialOrder,131
util.LangUtil,735
util.IStructureModel,3
util.GenericSignatureParser,343
util.GenericSignature,192
util.FuzzyBoolean,121
util.FileUtil,1020
tools.ant.taskdefs.ICommandEditor,4
tools.ant.taskdefs.compilers.Ajc,130
tools.ant.taskdefs.Ajdoc,653
tools.ant.taskdefs.AjcTask,1509
tools.ant.taskdefs.AjcCompilerAdapter,79
tools.ant.taskdefs.Ajc2,237
tools.ant.taskdefs.Ajc11CompilerAdapter,63
tools.ant.taskdefs.Ajc10,435
tools.ajdoc.Util,7
tools.ajdoc.StubFileGenerator,160
tools.ajdoc.StructureUtil,133
tools.ajdoc.Main,623
tools.ajdoc.JavadocRunner,41
tools.ajdoc.HtmlDecorator,723
tools.ajdoc.DocException,7
tools.ajdoc.Config,32
tools.ajdoc.CompilerWrapper,17
tools.ajc.Main,563
tools.ajbrowser.ui.swing.TopFrame,518
tools.ajbrowser.ui.swing.MessageHandlerPanel,63
tools.ajbrowser.ui.swing.BrowserOptionsPanel,131
tools.ajbrowser.ui.EditorManager,120
tools.ajbrowser.ui.BrowserUIAdapter,8
tools.ajbrowser.ui.BrowserRuntimeProperties,16
tools.ajbrowser.ui.BrowserMessageHandler,63
tools.ajbrowser.ui.BasicEditor,127
tools.ajbrowser.Main,41
tools.ajbrowser.core.PreferenceStoreConstants,8
tools.ajbrowser.core.BrowserOutputLocationManager,48
tools.ajbrowser.core.BrowserErrorHandler,31
tools.ajbrowser.core.BrowserCompilerConfiguration,76
tools.ajbrowser.core.BrowserBuildProgressMonitor,59
tools.ajbrowser.BrowserManager,154
testing.xml.XMLWriter,224
testing.xml.SoftSourceLocation,85
testing.xml.SoftMessage,240
testing.xml.MessageListXmlReader,118
testing.xml.IXmlWritable,4
testing.xml.AjcSpecXmlReader,303
testing.Utils,57
testing.util.WebInstall,120
testing.util.ValidFileFilter,90
testing.util.UtilLineReader,125
testing.util.TestUtil,713
testing.util.TestDiffs,248
testing.util.TestClassLoader,116
testing.util.StructureModelUtil,104
testing.util.StringVisitor,4
testing.util.StringAccumulator,43
testing.util.StreamSniffer,43
testing.util.StreamsHandler,105
testing.util.StandardObjectChecker,50
testing.util.SFileReader,111
testing.util.RunUtils,292
testing.util.ProxyPrintStream,87
testing.util.options.Values,514
testing.util.options.Options,100
testing.util.options.Option,442
testing.util.ObjectChecker,22
testing.util.NullPrintStream,65
testing.util.Node,93
testing.util.LinkCheck,440
testing.util.LineReader,123
testing.util.LangUtil,745
testing.util.IteratorWrapper,91
testing.util.IntValidator,4
testing.util.IntRange,57
testing.util.FileUtil,516
testing.util.Diffs,353
testing.util.CollectorFileFilter,41
testing.util.BridgeUtil,346
testing.util.AccumulatingFileFilter,23
testing.Tester,413
testing.taskdefs.AjcTaskCompileCommand,208
testing.server.TestServer,146
testing.run.WrappedRunIterator,32
testing.run.RunValidator,120
testing.run.RunStatus,246
testing.run.Runner,308
testing.run.RunListeners,52
testing.run.RunListener,50
testing.run.RunIterator,75
testing.run.IRunValidator,4
testing.run.IRunStatus,35
testing.run.IRunListener,6
testing.run.IRunIterator,8
testing.run.IRun,19
testing.harness.bridge.Validator,342
testing.harness.bridge.Sandbox,296
testing.harness.bridge.RunSpecIterator,140
testing.harness.bridge.JavaRun,704
testing.harness.bridge.IRunSpec,6
testing.harness.bridge.IncCompilerRun,275
testing.harness.bridge.IAjcRun,23
testing.harness.bridge.Globals,100
testing.harness.bridge.FlatSuiteReader,278
testing.harness.bridge.DirChanges,267
testing.harness.bridge.CompilerRun,1257
testing.harness.bridge.AjcTest,398
testing.harness.bridge.AjcMessageHandler,231
testing.harness.bridge.AbstractRunSpec,604
testing.Harness,7
testing.drivers.Harness,1041
testing.ajde.CompileCommand,310
systemtest.xlint.XLintTests,110
systemtest.xlint.XLint5Tests,18
systemtest.tracing.TracingTests,33
systemtest.serialVerUID.SUIDTests,63
systemtest.purejava.PureJavaTests,735
systemtest.pre10x.AjcPre10xTests,228
systemtest.options.OptionsTests,24
systemtest.model.ModelTests,55
systemtest.model.ModelTestCase,128
systemtest.model.Model5Tests,43
systemtest.knownlimitations.KnownLimitationsTests,99
systemtest.knownfailures.KnownfailuresTests,15
systemtest.java14.Java14Tests,76
systemtest.inpath.InPathTests,60
systemtest.incremental.tools.OutputLocationManagerTests,113
systemtest.incremental.tools.MultiProjTestOutputLocationManager,82
systemtest.incremental.tools.MultiProjTestMessageHandler,99
systemtest.incremental.tools.MultiProjTestCompilerConfiguration,184
systemtest.incremental.tools.MultiProjTestBuildProgressMonitor,60
systemtest.incremental.tools.MultiProjectIncrementalTests,2651
systemtest.incremental.tools.MoreOutputLocationManagerTests,198
systemtest.incremental.tools.IncrementalPerformanceTests,90
systemtest.incremental.tools.IncrementalOutputLocationManagerTests,71
systemtest.incremental.tools.IncrementalCompilationTests,537
systemtest.incremental.tools.CompilerFactory,29
systemtest.incremental.tools.AjdeInteractionTestbedLauncher,20
systemtest.incremental.tools.AjdeInteractionTestbed,417
systemtest.incremental.tools.AbstractMultiProjectIncrementalAjdeInteractionTestbed,192
systemtest.incremental.model.IncrementalModelTests,100
systemtest.incremental.IncrementalTests,249
systemtest.design.DesignTests,51
systemtest.bringup.BringUpTests,17
systemtest.base.BaseTests,132
systemtest.aspectpath.AspectPathTests,75
systemtest.AllTests17,13
systemtest.AllTests16,33
systemtest.AllTests15,36
systemtest.AllTests14,12
systemtest.AllTests,43
systemtest.ajc170.IndyTests,26
systemtest.ajc170.AllTestsAspectJ170,10
systemtest.ajc170.Ajc170Tests,197
systemtest.ajc169.TransparentWeavingTests,161
systemtest.ajc169.IntertypeTests,109
systemtest.ajc169.AllTestsAspectJ169,12
systemtest.ajc169.Ajc169Tests,147
systemtest.ajc167.OverweavingTests,41
systemtest.ajc167.IntertypeTests,29
systemtest.ajc167.AllTestsAspectJ167,11
systemtest.ajc167.Ajc167Tests,42
systemtest.ajc166.AllTestsAspectJ166,10
systemtest.ajc166.Ajc166Tests,59
systemtest.ajc165.WorldTests,21
systemtest.ajc165.AllTestsAspectJ165,10
systemtest.ajc165.Ajc165Tests,67
systemtest.ajc164.JointpointIdTests,14
systemtest.ajc164.DeclareMixinTests,71
systemtest.ajc164.AllTestsAspectJ164,12
systemtest.ajc164.Ajc164Tests,298
systemtest.ajc163.AllTestsAspectJ163,10
systemtest.ajc163.Ajc163Tests,229
systemtest.ajc162.AllTestsAspectJ162,10
systemtest.ajc162.Ajc162Tests,119
systemtest.ajc1612.AllTestsAspectJ1612,10
systemtest.ajc1612.Ajc1612Tests,268
systemtest.ajc1611.NewFeatures,47
systemtest.ajc1611.AllTestsAspectJ1611,11
systemtest.ajc1611.Ajc1611Tests,74
systemtest.ajc1610.NewFeatures,121
systemtest.ajc1610.AllTestsAspectJ1610,11
systemtest.ajc1610.Ajc1610Tests,33
systemtest.ajc161.OptimizedAnnotationFieldBinding,48
systemtest.ajc161.AllTestsAspectJ161,11
systemtest.ajc161.Ajc161Tests,145
systemtest.ajc160.SanityTests,105
systemtest.ajc160.ParameterAnnotationMatchingTests,19
systemtest.ajc160.NewFeatures,14
systemtest.ajc160.AnnotationValueMatchingTests,31
systemtest.ajc160.AllTestsAspectJ160,14
systemtest.ajc160.Ajc160Tests,89
systemtest.ajc154.CustomMungerExtensionTest,100
systemtest.ajc154.AllTestsAspectJ154,10
systemtest.ajc154.Ajc154Tests,253
systemtest.ajc153.PipeliningTests,40
systemtest.ajc153.LTWServer153Tests,15
systemtest.ajc153.JDTLikeHandleProviderTests,377
systemtest.ajc153.AllTestsAspectJ153,13
systemtest.ajc153.Ajc153Tests,361
systemtest.ajc152.SynchronizationTransformTests,212
systemtest.ajc152.SynchronizationTests,111
systemtest.ajc152.AllTestsAspectJ152,12
systemtest.ajc152.Ajc152Tests,258
systemtest.ajc151.SerialVersionUIDTests,16
systemtest.ajc151.NewarrayJoinpointTests,68
systemtest.ajc151.AtAroundTests,42
systemtest.ajc151.AllTestsAspectJ151,13
systemtest.ajc151.Ajc151Tests,196
systemtest.ajc150.VarargsTests,38
systemtest.ajc150.SuppressedWarnings,23
systemtest.ajc150.StaticImports,15
systemtest.ajc150.SCCSFixTests,40
systemtest.ajc150.RuntimeAnnotations,99
systemtest.ajc150.PerTypeWithinTests,41
systemtest.ajc150.MigrationTests,14
systemtest.ajc150.ltw.LTWTests,144
systemtest.ajc150.ltw.LTWServerTests,18
systemtest.ajc150.HasMember,29
systemtest.ajc150.GenericsTests,611
systemtest.ajc150.GenericITDsDesign,175
systemtest.ajc150.Enums,23
systemtest.ajc150.DeclareAnnotationTests,200
systemtest.ajc150.CovarianceTests,46
systemtest.ajc150.Autoboxing,42
systemtest.ajc150.ataspectj.coverage.CoverageTests,30
systemtest.ajc150.ataspectj.AtAjSyntaxTests,91
systemtest.ajc150.ataspectj.AtAjMisuseTests,36
systemtest.ajc150.ataspectj.AtAjLTWTests,157
systemtest.ajc150.ataspectj.AtAjAnnotationGenTests,102
